time,temperature_2m_mean (°C),temperature_2m_max (°C),temperature_2m_min (°C),sunshine_duration (s),daylight_duration (s),shortwave_radiation_sum (MJ/m²)
2012-08-17,28.2,31.3,25.9,41433.96,46323.62,16.15
2012-08-18,28.0,30.5,25.9,42775.75,46254.63,17.35
2012-08-19,28.1,31.4,26.1,39007.47,46185.33,15.73
2012-08-20,27.7,30.7,25.8,27771.60,46115.79,14.59
2012-08-21,26.7,29.0,25.5,13144.12,46046.04,9.34
2012-08-22,27.7,30.2,26.0,39600.00,45976.14,16.22
2012-08-23,28.6,32.0,25.9,36925.83,45906.07,18.78
2012-08-24,28.5,31.1,26.0,25202.88,45835.30,15.03
2012-08-25,27.8,30.8,25.9,20192.88,45763.81,13.25
2012-08-26,27.9,30.5,25.9,38309.59,45691.67,16.41
2012-08-27,28.0,30.4,26.1,38455.08,45618.92,15.54
2012-08-28,28.6,31.5,26.0,41743.55,45545.62,18.06
2012-08-29,28.5,31.6,26.1,40648.68,45471.82,17.37
2012-08-30,28.4,31.8,26.0,41592.89,45397.57,18.81
2012-08-31,28.0,30.2,26.1,39036.44,45322.95,15.31
2012-09-01,28.2,31.0,26.1,39979.30,45247.98,16.97
2012-09-02,28.5,31.7,26.4,39466.57,45172.72,18.91
2012-09-03,27.4,30.5,25.5,35875.49,45097.23,14.74
2012-09-04,25.9,27.9,25.1,1123.45,45021.55,5.42
2012-09-05,25.6,28.1,24.8,6214.96,44945.73,5.75
2012-09-06,25.5,27.4,24.7,1677.55,44869.82,4.85
2012-09-07,27.6,31.3,24.7,30502.51,44793.88,14.10
2012-09-08,28.4,32.2,25.1,33315.02,44717.94,17.92
2012-09-09,26.9,29.6,25.2,28091.40,44642.05,12.64
2012-09-10,27.1,29.8,25.1,30341.08,44566.27,13.71
2012-09-11,27.6,31.0,25.5,26467.05,44490.64,15.20
2012-09-12,27.9,31.1,26.0,37263.86,44415.11,16.10
2012-09-13,27.3,30.8,25.4,26586.06,44339.17,13.63
2012-09-14,26.2,28.2,24.7,0.00,44262.79,6.14
2012-09-15,26.4,30.9,24.7,10834.27,44186.02,9.85
2012-09-16,26.8,29.0,25.1,18251.46,44108.90,9.97
2012-09-17,27.4,30.1,25.2,26342.54,44031.49,14.28
2012-09-18,27.6,31.3,25.5,32396.49,43953.83,16.19
2012-09-19,27.9,31.3,25.3,39119.64,43875.99,17.09
2012-09-20,28.0,31.1,25.8,39613.77,43798.00,16.59
2012-09-21,28.1,31.7,25.7,39394.55,43719.92,18.09
2012-09-22,28.3,32.2,25.7,39392.71,43641.79,17.90
2012-09-23,27.8,32.1,25.6,34635.86,43563.66,16.32
2012-09-24,28.4,32.6,24.7,33655.80,43485.59,17.31
2012-09-25,28.9,33.1,24.4,40584.60,43407.62,22.45
2012-09-26,28.5,32.5,25.5,37294.01,43329.80,17.77
2012-09-27,28.5,32.0,25.5,34646.05,43252.18,18.30
2012-09-28,28.5,32.5,25.8,36364.70,43174.81,18.24
2012-09-29,28.2,31.3,25.7,32038.17,43097.73,15.18
2012-09-30,28.6,32.1,25.9,38073.39,43021.01,17.81
2012-10-01,28.1,31.3,25.7,33148.22,42944.68,15.30
2012-10-02,27.1,29.6,25.6,21299.35,42868.70,11.78
2012-10-03,28.1,30.7,25.8,34958.56,42792.51,16.17
2012-10-04,26.9,30.0,25.6,24342.81,42716.09,11.65
2012-10-05,27.0,29.7,25.0,16336.99,42639.48,11.18
2012-10-06,27.2,30.7,24.4,35767.85,42562.74,15.25
2012-10-07,27.3,30.2,24.5,29257.79,42485.92,12.38
2012-10-08,26.9,30.9,24.4,30156.49,42409.08,14.91
2012-10-09,26.9,30.4,24.2,37178.55,42332.27,16.83
2012-10-10,25.9,27.9,24.3,18086.16,42255.55,8.55
2012-10-11,26.6,29.5,24.4,33713.30,42178.98,14.04
2012-10-12,26.5,30.3,24.2,36427.40,42102.61,14.65
2012-10-13,26.4,30.2,24.2,32863.66,42026.50,13.97
2012-10-14,25.9,29.4,22.7,34521.10,41950.71,13.93
2012-10-15,25.8,29.3,21.6,36564.39,41875.29,16.83
2012-10-16,25.4,29.8,21.1,37798.96,41800.31,19.21
2012-10-17,25.2,30.4,20.9,37718.29,41725.82,20.57
2012-10-18,25.7,30.3,20.3,37721.41,41651.89,20.42
2012-10-19,25.9,30.3,20.2,37422.80,41578.58,19.72
2012-10-20,25.3,30.1,21.0,37300.48,41505.94,19.04
2012-10-21,24.8,29.8,20.6,37060.56,41434.05,19.44
2012-10-22,25.0,29.7,20.4,37296.00,41362.86,19.85
2012-10-23,24.6,29.8,19.5,37176.09,41291.77,18.14
2012-10-24,24.8,29.6,18.7,37289.99,41220.72,19.96
2012-10-25,25.2,30.2,18.6,37286.35,41149.80,19.67
2012-10-26,24.9,30.2,19.6,37054.11,41079.05,18.46
2012-10-27,24.1,29.5,19.2,36825.72,41008.55,18.82
2012-10-28,23.7,29.4,19.1,37048.88,40938.36,19.59
2012-10-29,23.5,29.7,18.5,37045.58,40868.56,19.62
2012-10-30,23.7,29.9,18.3,36932.32,40799.20,19.43
2012-10-31,25.1,30.4,18.6,36604.55,40730.35,18.60
2012-11-01,26.3,30.8,21.2,36497.96,40662.10,17.22
2012-11-02,24.4,26.7,22.3,619.99,40594.49,4.13
2012-11-03,23.4,24.9,21.9,0.00,40527.62,3.94
2012-11-04,23.6,27.2,21.8,10902.73,40461.55,5.48
2012-11-05,24.1,26.8,22.8,11948.57,40396.36,6.87
2012-11-06,23.7,28.2,22.3,9821.67,40332.11,5.98
2012-11-07,24.0,27.4,21.0,31054.80,40268.90,10.09
2012-11-08,24.0,27.7,20.9,36000.00,40206.80,13.53
2012-11-09,22.8,27.8,17.7,36212.75,40145.88,17.74
2012-11-10,21.8,27.4,17.0,36215.77,40086.22,18.09
2012-11-11,22.0,27.0,16.7,36218.38,40027.80,17.60
2012-11-12,21.7,26.8,17.5,36042.29,39970.03,15.83
2012-11-13,21.6,26.9,17.0,36048.09,39912.84,17.24
2012-11-14,21.3,27.2,16.5,36138.69,39856.32,17.61
2012-11-15,21.2,27.2,16.4,36135.52,39800.53,17.77
2012-11-16,21.3,27.3,16.5,36119.49,39745.53,18.00
2012-11-17,22.2,26.0,18.1,22669.36,39691.39,8.45
2012-11-18,23.8,28.0,21.5,28051.40,39638.20,11.49
2012-11-19,24.7,28.7,21.9,34029.62,39586.01,14.21
2012-11-20,23.3,26.5,20.5,34840.34,39534.89,10.81
2012-11-21,22.7,28.0,18.3,35901.73,39484.92,15.79
2012-11-22,22.2,27.5,17.4,35891.03,39436.18,16.61
2012-11-23,22.0,27.3,17.1,35881.68,39388.72,16.60
2012-11-24,21.4,27.5,15.7,35873.70,39342.64,14.44
2012-11-25,20.8,26.4,14.6,35867.09,39298.00,17.21
2012-11-26,21.4,27.4,14.5,35861.87,39254.89,16.93
2012-11-27,20.4,26.9,14.3,35858.06,39213.37,16.81
2012-11-28,19.8,26.3,14.3,35855.66,39173.52,16.97
2012-11-29,19.2,25.7,13.2,35854.70,39135.42,17.04
2012-11-30,19.3,25.8,12.9,35855.18,39099.15,16.89
2012-12-01,19.7,27.1,13.3,35857.16,39064.71,16.65
2012-12-02,19.6,26.7,13.6,35860.95,39031.68,16.52
2012-12-03,19.0,25.8,13.6,35866.53,39000.02,16.41
2012-12-04,19.5,26.2,13.6,35873.85,38969.77,16.57
2012-12-05,19.8,26.9,12.9,35882.84,38940.97,16.59
2012-12-06,20.2,26.6,12.9,35893.45,38913.66,16.61
2012-12-07,19.9,26.3,12.8,35905.61,38887.86,16.30
2012-12-08,20.1,26.8,12.9,35919.26,38863.63,16.70
2012-12-09,20.3,27.2,13.2,35934.33,38840.98,15.41
2012-12-10,20.9,27.0,15.3,35950.46,38819.97,15.08
2012-12-11,22.1,26.8,16.2,34859.10,38800.63,11.78
2012-12-12,21.5,24.9,18.9,28962.88,38782.98,9.01
2012-12-13,21.5,24.9,19.0,15743.47,38767.08,7.48
2012-12-14,21.5,26.3,17.4,29250.73,38752.95,11.56
2012-12-15,21.4,26.5,16.9,33584.34,38740.62,12.66
2012-12-16,20.8,26.6,15.8,35773.45,38730.14,13.98
2012-12-17,20.4,25.7,14.6,35739.12,38721.53,15.46
2012-12-18,19.2,25.8,13.0,35706.04,38714.83,16.31
2012-12-19,19.2,24.4,12.2,35674.31,38710.07,16.08
2012-12-20,18.5,24.4,12.5,35644.02,38707.27,15.72
2012-12-21,18.0,24.0,12.4,35615.29,38706.48,16.27
2012-12-22,17.1,23.1,11.8,35587.53,38707.66,16.44
2012-12-23,16.7,22.9,11.1,35560.34,38710.77,16.61
2012-12-24,16.8,22.3,10.3,35533.77,38715.80,16.59
2012-12-25,16.4,22.7,10.6,35507.92,38722.73,16.41
2012-12-26,15.9,22.0,10.1,35482.84,38731.52,16.37
2012-12-27,15.6,21.6,10.2,35458.62,38742.15,16.41
2012-12-28,16.8,22.4,9.9,35435.30,38754.59,16.42
2012-12-29,16.9,23.3,10.6,34027.26,38768.80,15.98
2012-12-30,17.6,23.8,11.9,35391.73,38784.79,16.50
2012-12-31,18.0,24.4,11.3,35371.61,38802.48,16.47
2013-01-01,19.3,25.2,13.7,35352.68,38821.87,13.69
2013-01-02,20.9,25.6,14.9,35335.02,38842.93,13.74
2013-01-03,19.0,22.9,15.1,18033.80,38865.62,6.96
2013-01-04,19.0,24.9,14.1,27536.09,38889.93,10.32
2013-01-05,18.2,24.0,13.1,35290.32,38915.80,15.13
2013-01-06,18.7,23.8,12.8,35292.99,38943.21,16.09
2013-01-07,17.6,20.4,14.0,27945.08,38972.14,8.64
2013-01-08,15.1,21.0,8.9,32667.84,39002.54,14.22
2013-01-09,14.9,20.6,8.2,35558.05,39034.39,17.34
2013-01-10,16.1,22.3,11.3,35556.64,39067.73,17.27
2013-01-11,16.6,23.0,10.7,35637.73,39102.93,17.31
2013-01-12,16.4,22.1,11.3,35640.46,39140.00,17.22
2013-01-13,17.0,22.5,10.0,35643.86,39178.85,17.20
2013-01-14,19.2,25.5,13.9,35736.54,39219.42,17.13
2013-01-15,20.0,26.3,13.5,35743.60,39261.61,16.61
2013-01-16,20.6,26.7,13.7,34343.30,39305.38,15.96
2013-01-17,20.7,27.1,15.3,26044.06,39350.63,14.84
2013-01-18,21.5,28.3,15.2,36060.64,39397.30,17.34
2013-01-19,21.2,27.7,15.5,28320.72,39445.31,16.23
2013-01-20,21.0,26.4,16.3,35585.19,39494.60,15.35
2013-01-21,19.2,24.8,14.4,36212.79,39545.08,16.63
2013-01-22,18.1,24.3,13.0,36442.60,39596.69,17.82
2013-01-23,17.3,24.2,11.9,36787.44,39649.36,18.60
2013-01-24,17.0,24.0,11.1,36816.38,39703.02,18.54
2013-01-25,16.7,23.7,11.0,36956.18,39757.60,18.68
2013-01-26,16.5,23.5,10.8,37023.64,39813.04,18.87
2013-01-27,16.5,23.6,10.0,37084.50,39869.27,19.15
2013-01-28,16.4,23.0,10.6,32192.57,39926.22,14.79
2013-01-29,17.4,24.4,10.1,37208.31,39983.83,19.31
2013-01-30,18.2,25.3,9.9,37271.18,40042.14,19.16
2013-01-31,19.3,26.2,10.8,36067.72,40101.76,19.12
2013-02-01,19.3,25.4,14.3,23714.98,40162.71,12.69
2013-02-02,21.0,27.1,13.5,35288.94,40224.89,17.48
2013-02-03,21.4,27.8,15.2,37371.43,40288.25,18.20
2013-02-04,22.2,28.4,14.9,37604.69,40352.68,18.81
2013-02-05,22.1,29.1,15.4,37674.80,40418.12,19.07
2013-02-06,23.1,29.7,15.1,37745.83,40484.48,19.31
2013-02-07,24.2,30.6,17.3,37817.69,40551.70,18.06
2013-02-08,21.6,27.2,17.3,32630.54,40619.68,15.66
2013-02-09,19.6,26.8,13.1,37963.59,40688.36,20.06
2013-02-10,19.1,27.0,12.5,38037.46,40757.66,21.03
2013-02-11,19.5,27.3,12.0,38111.82,40827.51,20.68
2013-02-12,21.0,28.3,12.4,37452.80,40897.84,19.76
2013-02-13,21.9,28.7,15.4,38261.74,40968.58,20.04
2013-02-14,22.8,30.1,15.3,38337.13,41039.66,20.07
2013-02-15,23.3,30.5,14.9,38412.72,41111.00,19.96
2013-02-16,21.7,27.1,17.1,26216.03,41182.55,13.78
2013-02-17,19.0,22.8,16.8,18441.18,41254.24,7.90
2013-02-18,19.7,25.2,14.3,35460.79,41326.00,15.32
2013-02-19,19.8,26.0,14.1,38598.14,41397.88,20.49
2013-02-20,20.4,26.8,13.5,38630.75,41470.49,20.95
2013-02-21,20.8,27.5,14.3,38662.78,41543.90,21.47
2013-02-22,21.5,29.0,14.5,38694.25,41618.02,21.86
2013-02-23,22.6,30.4,15.0,38725.18,41692.80,21.79
2013-02-24,24.1,31.4,15.5,38755.58,41768.18,21.63
2013-02-25,24.5,31.5,18.1,38785.47,41844.07,21.62
2013-02-26,24.0,30.9,16.7,38814.87,41920.43,21.63
2013-02-27,23.9,31.4,15.5,38843.80,41997.20,22.63
2013-02-28,25.0,32.6,15.2,38872.27,42074.30,22.33
2013-03-01,23.1,30.1,14.8,38900.30,42151.68,23.30
2013-03-02,22.3,30.1,14.5,38927.92,42229.28,23.37
2013-03-03,23.8,30.7,14.8,38955.14,42307.03,23.21
2013-03-04,24.2,31.6,15.4,38991.00,42384.89,23.14
2013-03-05,24.8,32.5,16.3,39010.62,42462.79,23.10
2013-03-06,25.4,33.2,17.3,39100.35,42540.66,23.08
2013-03-07,26.2,33.5,18.3,39120.98,42618.47,22.74
2013-03-08,25.9,32.9,18.4,39140.56,42696.14,21.73
2013-03-09,25.9,33.2,18.0,39239.38,42773.62,23.50
2013-03-10,26.6,34.0,19.8,39176.84,42850.86,22.47
2013-03-11,27.1,34.2,22.6,38194.08,42927.89,21.78
2013-03-12,28.0,34.5,22.7,39386.05,43005.29,22.67
2013-03-13,28.1,34.7,22.6,39209.45,43083.12,21.44
2013-03-14,28.1,34.4,23.0,36336.50,43161.32,21.16
2013-03-15,28.6,33.6,23.5,33402.66,43239.84,19.37
2013-03-16,28.5,34.4,23.2,39212.64,43318.63,21.46
2013-03-17,26.2,33.7,19.1,39875.27,43397.63,21.07
2013-03-18,26.1,32.0,18.9,40207.60,43476.80,24.31
2013-03-19,27.5,34.2,22.1,40131.05,43556.07,24.16
2013-03-20,28.0,34.9,22.2,39941.33,43635.41,23.15
2013-03-21,28.8,35.8,23.1,40290.02,43714.75,23.36
2013-03-22,28.6,34.6,23.5,40315.09,43794.04,20.33
2013-03-23,28.6,35.2,23.9,39382.85,43873.24,22.12
2013-03-24,29.3,35.5,23.9,40709.02,43952.29,23.62
2013-03-25,30.1,36.8,24.2,40971.86,44031.14,23.12
2013-03-26,30.2,36.5,23.5,41360.39,44109.73,24.65
2013-03-27,29.7,36.2,23.1,41273.92,44188.01,24.58
2013-03-28,29.9,37.1,22.7,41428.61,44265.93,24.04
2013-03-29,29.8,35.3,22.4,41715.53,44343.44,21.73
2013-03-30,29.4,35.2,24.5,41366.58,44420.48,22.26
2013-03-31,28.8,34.4,24.5,41867.38,44497.08,22.77
2013-04-01,29.1,34.4,25.0,41149.54,44573.80,21.57
2013-04-02,29.8,36.1,24.8,41937.31,44650.68,23.80
2013-04-03,31.0,37.0,25.0,41552.85,44727.66,24.63
2013-04-04,30.9,37.4,24.4,42090.85,44804.71,21.87
2013-04-05,29.9,36.4,23.5,42145.70,44881.76,26.09
2013-04-06,29.4,36.4,22.9,42200.45,44958.77,26.73
2013-04-07,30.0,37.0,24.2,42255.06,45035.70,26.09
2013-04-08,30.9,38.4,24.8,42309.43,45112.47,26.05
2013-04-09,30.9,38.9,24.9,42363.51,45189.05,25.61
2013-04-10,30.8,38.3,25.3,42417.20,45265.37,24.59
2013-04-11,30.7,37.5,25.8,42470.46,45341.39,24.06
2013-04-12,31.4,38.0,25.6,42523.20,45417.05,24.99
2013-04-13,31.9,38.5,26.6,41065.89,45492.30,24.95
2013-04-14,30.1,35.7,25.8,39036.64,45567.08,18.74
2013-04-15,30.5,36.5,25.9,42677.55,45641.33,23.40
2013-04-16,30.0,36.6,25.5,42727.47,45715.00,24.50
2013-04-17,30.0,36.6,26.5,40694.14,45788.02,21.81
2013-04-18,29.2,35.2,24.0,40546.38,45860.34,22.19
2013-04-19,29.0,34.4,24.9,39058.75,45931.89,21.18
2013-04-20,26.5,29.9,22.9,32335.47,46002.72,16.24
2013-04-21,26.7,31.1,23.2,38939.43,46073.33,20.49
2013-04-22,25.5,29.3,22.5,29376.61,46143.77,17.25
2013-04-23,27.3,32.3,22.4,43051.77,46213.98,23.80
2013-04-24,28.0,33.0,23.4,43095.59,46283.92,23.10
2013-04-25,29.3,34.1,24.4,43138.86,46353.53,23.40
2013-04-26,30.3,35.4,25.9,43181.54,46422.75,23.00
2013-04-27,31.1,36.6,27.0,43200.00,46491.53,24.62
2013-04-28,31.4,37.1,27.2,43200.00,46559.80,24.95
2013-04-29,31.3,36.7,27.5,42262.63,46627.52,22.92
2013-04-30,31.7,37.8,27.8,43200.00,46694.63,24.49
2013-05-01,32.2,38.8,27.7,43200.00,46761.06,24.32
2013-05-02,32.5,38.8,27.9,43200.00,46826.76,24.97
2013-05-03,31.8,38.1,28.0,43200.00,46891.65,24.40
2013-05-04,30.3,36.4,28.1,33506.75,46955.69,18.06
2013-05-05,30.5,35.1,27.8,42622.88,47018.80,18.78
2013-05-06,29.6,35.5,25.5,40198.18,47080.93,18.36
2013-05-07,30.2,34.5,27.4,42718.52,47141.99,18.85
2013-05-08,30.7,35.5,27.4,43200.00,47201.94,20.19
2013-05-09,31.2,36.3,28.0,43200.00,47260.69,25.17
2013-05-10,31.3,36.1,28.2,43200.00,47318.28,23.72
2013-05-11,30.9,34.9,28.1,42429.21,47375.15,20.25
2013-05-12,30.8,35.2,27.5,42532.57,47431.34,18.92
2013-05-13,30.4,34.5,27.5,40534.49,47486.81,18.63
2013-05-14,30.0,35.0,26.3,41061.79,47541.50,21.11
2013-05-15,28.7,31.7,26.1,15505.88,47595.35,10.83
2013-05-16,27.2,30.9,25.4,9628.02,47648.31,8.99
2013-05-17,30.9,36.0,27.0,39417.60,47700.34,22.31
2013-05-18,30.6,36.1,28.1,37826.99,47751.37,17.51
2013-05-19,30.9,35.3,28.3,42471.00,47801.35,18.54
2013-05-20,31.4,36.1,28.4,41814.17,47850.22,19.03
2013-05-21,30.5,36.1,28.2,40362.13,47897.93,17.62
2013-05-22,30.4,35.2,26.4,40755.24,47944.42,17.19
2013-05-23,29.5,32.6,27.0,25054.95,47989.63,14.16
2013-05-24,29.8,35.6,26.8,35289.93,48033.50,16.56
2013-05-25,29.5,33.1,25.8,28882.30,48075.98,14.12
2013-05-26,29.5,33.5,27.0,35824.84,48117.00,17.33
2013-05-27,28.6,32.7,25.6,34495.14,48156.50,16.26
2013-05-28,26.4,28.4,25.4,5006.88,48194.44,5.78
2013-05-29,27.2,30.5,25.6,12459.81,48230.73,8.28
2013-05-30,26.8,28.5,25.7,2915.92,48265.39,6.63
2013-05-31,28.8,31.7,26.5,11000.65,48298.71,9.06
2013-06-01,28.9,32.2,26.2,39600.00,48330.73,19.32
2013-06-02,29.3,33.0,25.9,42668.50,48361.39,20.80
2013-06-03,29.8,34.3,26.0,43397.42,48390.70,23.79
2013-06-04,30.0,33.9,26.1,43290.51,48418.60,21.10
2013-06-05,30.7,34.7,26.7,43200.00,48445.07,22.89
2013-06-06,29.8,34.4,26.8,37069.69,48470.10,20.28
2013-06-07,28.2,32.3,26.3,22655.92,48493.64,13.95
2013-06-08,29.4,33.3,26.6,39811.46,48515.67,19.30
2013-06-09,29.4,33.8,26.1,31416.39,48536.16,17.86
2013-06-10,27.4,29.9,25.8,0.00,48555.08,6.91
2013-06-11,28.4,32.1,26.1,27278.18,48572.41,13.62
2013-06-12,27.3,30.6,25.7,33022.61,48588.13,12.88
2013-06-13,26.6,28.7,25.2,14738.94,48602.20,10.64
2013-06-14,26.5,28.5,25.3,2452.68,48614.59,6.12
2013-06-15,27.6,30.7,25.1,21594.09,48625.29,14.33
2013-06-16,28.8,32.3,26.1,43364.45,48634.27,21.97
2013-06-17,29.4,32.9,26.5,43362.10,48641.50,23.20
2013-06-18,29.9,33.3,26.9,43243.96,48646.97,21.09
2013-06-19,30.0,34.0,27.5,32568.03,48650.65,18.77
2013-06-20,28.7,32.4,26.7,23360.35,48652.56,14.23
2013-06-21,28.7,32.7,26.7,32954.19,48652.72,15.83
2013-06-22,28.4,32.0,26.4,33778.91,48651.15,14.65
2013-06-23,29.1,31.9,26.6,41316.48,48647.86,19.20
2013-06-24,28.1,31.2,26.2,28954.15,48642.88,14.35
2013-06-25,28.1,30.7,26.4,23153.89,48636.21,13.04
2013-06-26,29.1,31.3,26.9,43073.23,48627.88,18.47
2013-06-27,29.0,31.4,26.6,22903.27,48617.91,14.84
2013-06-28,28.6,31.1,26.0,16451.66,48606.31,13.83
2013-06-29,27.6,30.7,25.9,21894.86,48593.12,11.83
2013-06-30,26.5,27.4,25.9,0.00,48578.34,4.76
2013-07-01,28.4,31.4,26.4,26229.63,48562.00,13.21
2013-07-02,28.6,32.5,26.3,33967.11,48544.12,17.41
2013-07-03,28.2,30.9,26.0,36811.90,48524.72,14.63
2013-07-04,28.4,31.7,25.8,41927.88,48503.83,17.02
2013-07-05,28.3,31.1,26.1,38963.05,48481.46,17.47
2013-07-06,28.7,32.1,26.1,37867.23,48457.65,19.40
2013-07-07,28.9,32.2,26.5,41937.25,48432.41,20.46
2013-07-08,28.9,32.4,26.4,43334.21,48405.77,20.64
2013-07-09,28.7,31.9,26.7,25422.94,48377.69,15.92
2013-07-10,28.6,31.3,26.3,41610.13,48347.93,19.75
2013-07-11,28.0,30.5,26.2,36904.13,48316.46,14.31
2013-07-12,27.9,31.0,26.2,32160.87,48283.37,15.42
2013-07-13,27.2,29.5,25.7,21987.40,48248.70,9.85
2013-07-14,28.5,31.4,25.7,42000.03,48212.50,16.67
2013-07-15,28.7,32.2,26.1,42177.80,48174.83,20.66
2013-07-16,28.7,31.6,26.5,42369.01,48135.75,18.27
2013-07-17,28.4,31.5,26.4,42436.52,48095.30,18.37
2013-07-18,28.6,31.6,26.4,40180.50,48053.55,19.32
2013-07-19,28.7,31.5,26.5,40853.96,48010.55,18.82
2013-07-20,28.7,31.2,26.5,40103.48,47966.36,17.01
2013-07-21,28.8,32.2,26.4,35416.47,47921.02,17.86
2013-07-22,28.5,31.3,26.6,40267.11,47874.59,17.04
2013-07-23,28.3,30.8,25.9,37211.74,47827.12,13.52
2013-07-24,27.9,31.5,26.0,29210.02,47778.66,15.47
2013-07-25,27.3,29.8,25.4,21954.19,47729.27,12.34
2013-07-26,26.4,27.8,25.4,9029.51,47679.00,5.77
2013-07-27,27.0,28.9,25.9,9833.40,47627.89,7.73
2013-07-28,26.8,28.6,25.6,0.00,47576.00,4.73
2013-07-29,25.6,27.0,24.7,3476.11,47523.28,4.44
2013-07-30,27.0,29.9,24.9,23315.24,47469.31,12.64
2013-07-31,27.0,29.7,25.0,34766.70,47414.07,14.40
2013-08-01,27.4,30.2,25.2,40852.99,47357.63,16.18
2013-08-02,28.0,31.5,25.4,41329.51,47300.04,19.29
2013-08-03,28.5,31.5,25.9,41960.77,47241.39,19.30
2013-08-04,28.6,31.8,25.9,42587.76,47181.73,20.46
2013-08-05,28.0,30.9,25.8,41981.30,47121.12,17.20
2013-08-06,27.4,29.9,25.9,21637.22,47059.64,13.00
2013-08-07,27.7,30.2,25.6,30959.56,46997.34,15.74
2013-08-08,27.2,30.5,25.4,16508.56,46934.27,12.01
2013-08-09,27.7,30.8,25.5,28919.80,46870.51,14.10
2013-08-10,26.6,29.6,25.0,11487.30,46806.11,9.51
2013-08-11,26.4,29.0,24.9,11092.07,46741.12,8.50
2013-08-12,26.9,30.1,25.0,22645.70,46675.61,12.13
2013-08-13,28.0,31.7,25.6,34720.76,46609.64,17.19
2013-08-14,28.4,32.2,25.9,39701.43,46543.25,19.14
2013-08-15,28.0,31.8,25.6,34679.36,46476.50,17.81
2013-08-16,27.3,29.9,25.4,23760.76,46409.44,12.95
2013-08-17,27.5,30.9,25.3,33665.26,46342.13,14.51
2013-08-18,26.9,29.0,25.1,24666.61,46274.54,12.59
2013-08-19,25.6,28.0,24.5,4793.00,46206.15,6.36
2013-08-20,26.2,28.8,24.6,11505.48,46136.95,8.30
2013-08-21,26.7,30.2,25.2,14622.45,46066.98,11.45
2013-08-22,27.8,31.2,25.2,42351.19,45996.33,19.78
2013-08-23,28.4,31.2,25.6,40184.29,45925.03,17.73
2013-08-24,28.4,31.5,26.2,38739.40,45853.15,16.40
2013-08-25,28.9,32.5,26.3,34263.35,45780.73,17.25
2013-08-26,28.2,30.9,26.2,22935.99,45707.85,12.67
2013-08-27,26.1,27.5,25.5,0.00,45634.55,3.72
2013-08-28,26.9,30.2,25.6,17947.69,45560.88,11.41
2013-08-29,28.2,30.9,25.6,41015.38,45486.90,18.13
2013-08-30,28.8,31.6,26.3,40870.52,45412.66,18.51
2013-08-31,29.3,32.7,27.1,37365.12,45338.20,18.20
2013-09-01,28.8,32.7,25.6,38238.95,45263.59,18.00
2013-09-02,26.4,28.8,25.1,6647.77,45188.87,6.36
2013-09-03,26.5,29.2,25.2,6693.70,45114.08,7.27
2013-09-04,28.4,32.1,25.8,17066.11,45039.29,13.28
2013-09-05,29.0,32.9,26.3,26747.48,44964.53,17.01
2013-09-06,29.2,32.4,26.1,41138.53,44889.85,17.55
2013-09-07,27.4,31.4,25.4,33143.25,44815.21,16.00
2013-09-08,26.6,29.1,24.8,20559.13,44740.11,12.13
2013-09-09,26.3,29.1,24.8,23143.54,44664.51,11.06
2013-09-10,26.6,30.6,25.0,17969.92,44588.45,12.19
2013-09-11,27.5,30.7,25.2,39349.93,44512.00,16.26
2013-09-12,28.5,31.6,25.6,41391.86,44435.19,19.94
2013-09-13,29.1,31.9,25.8,40667.61,44358.08,20.69
2013-09-14,27.7,32.4,25.0,34200.79,44280.73,17.00
2013-09-15,26.6,29.8,24.8,22760.09,44203.17,12.23
2013-09-16,28.0,31.2,24.7,38526.64,44125.46,19.52
2013-09-17,27.1,30.5,25.3,18190.79,44047.65,10.60
2013-09-18,26.9,30.0,25.4,22243.50,43969.78,11.08
2013-09-19,27.2,29.5,25.3,31594.09,43891.91,13.18
2013-09-20,27.0,30.5,25.2,38574.11,43814.08,14.81
2013-09-21,27.3,30.7,24.9,34080.26,43736.33,13.50
2013-09-22,27.9,31.1,24.8,39515.29,43658.72,18.13
2013-09-23,28.1,31.2,25.0,39794.52,43581.30,16.78
2013-09-24,28.9,32.1,25.7,39250.59,43504.11,18.64
2013-09-25,28.2,32.0,25.5,37823.89,43427.20,16.87
2013-09-26,27.5,31.1,25.2,27474.88,43350.61,13.69
2013-09-27,27.7,31.7,24.9,34587.16,43274.30,14.98
2013-09-28,25.9,28.0,24.6,11096.04,43197.74,6.87
2013-09-29,25.6,27.6,24.5,11520.20,43120.88,7.68
2013-09-30,25.8,29.6,24.3,11883.80,43043.78,7.68
2013-10-01,25.9,28.2,24.5,1672.20,42966.49,6.46
2013-10-02,26.5,29.3,24.0,22336.97,42889.06,10.31
2013-10-03,26.3,30.2,23.8,30559.11,42811.55,13.44
2013-10-04,26.2,29.8,24.3,27936.11,42734.00,11.44
2013-10-05,26.9,30.4,25.0,26894.13,42656.48,12.38
2013-10-06,25.9,28.9,24.0,3983.90,42579.02,7.33
2013-10-07,25.5,27.6,23.9,10856.85,42501.71,7.19
2013-10-08,25.8,29.3,23.9,24098.85,42424.57,11.07
2013-10-09,24.7,27.3,23.3,12056.75,42347.67,7.23
2013-10-10,27.1,31.0,23.6,36056.36,42271.07,18.18
2013-10-11,27.9,31.8,24.5,37686.20,42194.81,19.32
2013-10-12,25.6,27.0,24.9,0.00,42118.96,4.45
