time,temperature_2m_mean (°C),temperature_2m_max (°C),temperature_2m_min (°C),sunshine_duration (s),daylight_duration (s),shortwave_radiation_sum (MJ/m²)

1994-01-01,20.0,27.2,13.9,35388.50,38813.64,16.70
1994-01-02,20.0,27.1,13.4,35337.72,38834.01,16.64
1994-01-03,20.7,28.2,14.2,35348.36,38856.03,16.40
1994-01-04,21.0,27.7,14.4,35392.11,38879.66,16.58
1994-01-05,21.6,28.0,14.7,35311.84,38904.88,16.39
1994-01-06,21.4,27.2,14.9,35363.19,38931.65,16.07
1994-01-07,20.5,27.0,14.9,35350.32,38959.95,16.42
1994-01-08,20.2,26.6,13.8,35485.33,38989.73,17.01
1994-01-09,20.7,27.0,13.4,35479.95,39020.98,17.08
1994-01-10,20.2,26.1,14.5,32946.30,39053.73,14.48
1994-01-11,20.3,26.4,14.9,35472.62,39088.35,16.61
1994-01-12,20.2,26.7,14.0,35636.52,39124.84,17.25
1994-01-13,21.8,28.0,14.7,35639.64,39163.13,16.60
1994-01-14,22.2,28.1,15.7,35292.11,39203.14,15.43
1994-01-15,22.4,27.7,17.0,35377.52,39244.79,14.13
1994-01-16,19.5,25.2,14.4,27469.64,39288.02,7.88
1994-01-17,16.7,22.7,11.4,36226.20,39332.74,18.23
1994-01-18,16.4,22.8,10.7,36245.55,39378.89,18.11
1994-01-19,17.3,24.1,10.2,36265.24,39426.40,18.21
1994-01-20,18.8,25.6,12.5,36285.28,39475.18,17.62
1994-01-21,19.4,26.9,13.8,36408.52,39525.19,17.67
1994-01-22,19.1,26.3,12.3,36640.73,39576.32,18.31
1994-01-23,18.0,25.7,11.4,36774.10,39628.54,18.77
1994-01-24,19.0,26.3,11.1,36802.87,39681.75,18.40
1994-01-25,19.1,26.4,12.0,36940.04,39735.90,18.62
1994-01-26,19.4,26.5,11.8,36999.68,39790.92,18.73
1994-01-27,20.4,27.8,13.1,37060.12,39846.74,18.72
1994-01-28,21.6,28.3,13.4,37121.28,39903.29,18.60
1994-01-29,22.7,29.5,16.2,37183.11,39960.52,18.33
1994-01-30,22.9,29.5,16.7,36862.19,40018.48,17.54
1994-01-31,21.0,25.2,18.3,25072.56,40077.74,8.53
1994-02-01,19.7,22.8,16.6,22368.15,40138.34,8.03
1994-02-02,16.4,19.5,13.1,9235.78,40200.20,5.53
1994-02-03,17.1,22.6,12.8,25132.36,40263.23,14.17
1994-02-04,18.6,23.8,12.0,37577.49,40327.35,19.32
1994-02-05,20.1,25.6,14.0,37647.32,40392.49,19.39
1994-02-06,20.8,26.6,15.6,37718.07,40458.56,19.56
1994-02-07,21.6,28.0,14.2,37789.68,40525.50,19.51
1994-02-08,22.3,28.1,15.3,37862.04,40593.21,19.36
1994-02-09,20.8,25.5,16.4,33458.26,40661.62,12.84
1994-02-10,19.1,24.4,13.4,37553.20,40730.68,16.52
1994-02-11,18.8,24.5,12.9,38082.86,40800.29,19.85
1994-02-12,20.7,25.8,15.8,38099.92,40870.38,16.79
1994-02-13,20.7,26.8,15.0,38232.37,40940.90,20.05
1994-02-14,21.3,27.0,15.1,38307.59,41011.77,20.11
1994-02-15,22.0,26.3,17.8,38094.68,41082.91,14.03
1994-02-16,22.1,25.9,17.5,22450.39,41154.26,9.35
1994-02-17,22.5,27.6,16.7,38520.20,41225.76,17.45
1994-02-18,23.0,27.7,18.9,38194.10,41297.34,12.87
1994-02-19,23.2,29.1,16.9,38587.49,41369.04,20.92
1994-02-20,24.1,29.9,16.3,38620.25,41441.49,20.50
1994-02-21,25.7,31.0,20.3,38652.43,41514.75,18.54
1994-02-22,23.0,26.4,18.9,36079.03,41588.72,12.03
1994-02-23,21.2,27.0,15.0,38715.14,41663.37,21.74
1994-02-24,20.5,26.6,13.3,38745.69,41738.61,22.19
1994-02-25,20.0,26.9,12.8,38775.73,41814.38,22.34
1994-02-26,21.4,27.9,15.9,38805.28,41890.62,22.36
1994-02-27,23.1,30.5,15.6,38834.36,41967.27,21.62
1994-02-28,24.9,31.8,17.4,38862.97,42044.27,19.35
1994-03-01,24.8,31.3,18.9,38891.14,42121.55,21.21
1994-03-02,24.3,30.8,18.8,38918.90,42199.06,22.42
1994-03-03,24.3,31.2,16.1,38946.26,42276.73,21.99
1994-03-04,25.5,32.2,18.9,38973.24,42354.51,21.53
1994-03-05,26.9,34.6,19.9,38999.86,42432.33,22.58
1994-03-06,27.4,34.6,20.8,39026.14,42510.14,22.74
1994-03-07,27.3,33.8,20.5,39052.11,42587.88,22.11
1994-03-08,26.0,32.2,19.8,39077.79,42665.49,22.71
1994-03-09,25.6,32.8,16.8,39232.94,42742.92,23.68
1994-03-10,26.0,33.3,16.8,39417.53,42820.10,23.73
1994-03-11,25.7,32.9,19.1,39273.80,42897.09,23.71
1994-03-12,27.4,34.7,18.9,39466.95,42974.45,22.80
1994-03-13,28.8,35.2,23.3,39489.63,43052.25,21.24
1994-03-14,29.1,35.5,24.2,39225.14,43130.42,20.98
1994-03-15,29.7,36.8,24.5,39625.98,43208.92,22.61
1994-03-16,29.9,36.6,24.3,39310.18,43287.69,22.84
1994-03-17,30.1,37.6,23.9,39966.74,43366.68,23.63
1994-03-18,29.9,36.8,23.0,40196.92,43445.84,24.31
1994-03-19,29.9,36.5,22.5,40330.56,43525.11,24.49
1994-03-20,30.3,37.5,23.7,40360.73,43604.45,24.14
1994-03-21,30.2,37.6,25.4,40498.33,43683.80,21.85
1994-03-22,29.7,36.2,25.1,40638.86,43763.10,23.86
1994-03-23,28.4,33.2,24.7,39421.94,43842.32,18.77
1994-03-24,28.5,34.3,24.6,40468.91,43921.39,22.00
1994-03-25,28.9,35.2,24.6,40843.59,44000.26,23.35
1994-03-26,28.5,34.0,24.9,40193.59,44078.88,22.65
1994-03-27,29.0,34.4,24.7,40659.70,44157.20,20.22
1994-03-28,29.1,35.5,24.4,40927.62,44235.16,23.58
1994-03-29,26.9,29.9,24.6,39582.45,44312.71,17.20
1994-03-30,28.0,32.8,25.1,40728.38,44389.80,20.04
1994-03-31,29.8,35.5,25.4,41766.27,44466.46,22.51
1994-04-01,29.7,35.0,26.3,41533.44,44543.24,20.40
1994-04-02,26.3,34.4,22.5,32902.75,44620.18,20.01
1994-04-03,24.6,31.4,22.0,36586.84,44697.24,18.84
1994-04-04,26.8,31.6,22.6,32132.69,44774.36,18.31
1994-04-05,27.5,31.1,24.0,40043.71,44851.49,18.71
1994-04-06,29.0,34.6,25.0,40075.84,44928.59,23.04
1994-04-07,29.6,35.2,24.6,42233.21,45005.60,24.06
1994-04-08,29.6,34.5,24.4,41954.12,45082.47,24.44
1994-04-09,29.8,35.2,24.7,41024.20,45159.15,24.57
1994-04-10,29.5,35.3,24.4,42395.99,45235.59,25.65
1994-04-11,30.1,36.0,24.0,42449.48,45311.72,25.32
1994-04-12,29.3,35.6,21.9,29181.52,45387.50,15.92
1994-04-13,30.3,37.0,21.8,42554.84,45462.88,26.43
1994-04-14,31.0,37.6,24.1,42606.57,45537.79,24.08
1994-04-15,31.4,38.6,24.9,42657.56,45612.19,24.50
1994-04-16,30.4,36.2,26.2,36648.48,45686.00,17.43
1994-04-17,28.0,35.1,24.3,29942.26,45759.18,18.10
1994-04-18,27.8,31.9,24.5,42805.41,45831.66,19.22
1994-04-19,28.3,34.2,24.3,37897.53,45903.39,21.52
1994-04-20,30.0,36.7,24.6,42898.93,45974.38,25.01
1994-04-21,29.6,35.8,25.4,42944.42,46045.18,21.64
1994-04-22,27.4,32.6,24.9,30799.60,46115.81,15.97
1994-04-23,26.9,30.2,24.5,30635.81,46186.23,14.70
1994-04-24,29.1,32.9,24.9,41131.28,46256.38,23.23
1994-04-25,28.3,34.2,25.3,41910.97,46326.20,21.44
1994-04-26,29.4,34.5,25.7,43164.98,46395.64,24.72
1994-04-27,29.3,34.0,25.4,43200.00,46464.66,25.46
1994-04-28,29.5,34.3,25.2,43200.00,46533.18,24.49
1994-04-29,29.6,34.7,25.2,43200.00,46601.16,23.92
1994-04-30,29.7,34.2,25.2,43200.00,46668.52,24.90
1994-05-01,29.7,34.2,25.4,43200.00,46735.22,24.56
1994-05-02,30.5,34.9,25.5,43200.00,46801.20,23.83
1994-05-03,32.2,37.8,27.4,43200.00,46866.38,24.29
1994-05-04,33.5,39.4,28.2,43200.00,46930.71,25.35
1994-05-05,33.7,39.3,29.0,43200.00,46994.13,24.44
1994-05-06,33.2,39.3,28.5,40361.28,47056.57,24.31
1994-05-07,32.9,39.0,28.3,43200.00,47117.96,25.14
1994-05-08,32.0,36.9,27.8,43200.00,47178.25,23.41
1994-05-09,30.2,36.1,26.7,43200.00,47237.34,20.43
1994-05-10,29.9,34.8,27.2,42338.53,47295.29,20.60
1994-05-11,30.8,35.1,26.9,43200.00,47352.53,23.85
1994-05-12,31.8,37.5,26.8,43200.00,47409.11,25.75
1994-05-13,31.3,36.9,27.4,43200.00,47464.96,22.51
1994-05-14,31.9,37.8,27.4,43200.00,47520.06,26.47
1994-05-15,31.6,37.1,27.8,42616.96,47574.33,23.83
1994-05-16,31.9,37.4,28.1,43200.00,47627.72,23.00
1994-05-17,31.0,37.0,27.1,41730.38,47680.19,24.84
1994-05-18,27.4,33.2,23.7,32573.00,47731.67,15.54
1994-05-19,26.0,30.0,24.0,18018.17,47782.11,11.41
1994-05-20,26.9,30.0,24.2,28824.61,47831.46,13.96
1994-05-21,26.5,29.1,24.2,14580.60,47879.65,11.07
1994-05-22,27.8,31.4,25.6,34369.37,47926.63,15.29
1994-05-23,26.9,30.1,24.7,14856.30,47972.34,11.28
1994-05-24,26.0,28.9,24.4,0.00,48016.72,5.98
1994-05-25,27.5,31.4,25.1,35060.79,48059.72,16.65
1994-05-26,28.3,31.9,25.2,35442.73,48101.27,16.60
1994-05-27,30.2,33.9,27.0,43220.21,48141.31,23.69
1994-05-28,30.5,33.9,27.9,43312.98,48179.79,25.12
1994-05-29,30.7,34.2,28.5,43310.28,48216.64,25.26
1994-05-30,30.3,33.3,28.0,43307.51,48251.85,21.84
1994-05-31,30.4,33.5,28.2,43304.63,48285.75,24.54
1994-06-01,31.0,34.4,28.5,43301.63,48318.34,23.98
1994-06-02,31.6,35.7,28.7,43045.89,48349.61,24.45
1994-06-03,31.2,34.9,28.7,43501.55,48379.51,24.41
1994-06-04,31.1,34.9,28.7,43396.17,48408.03,24.18
1994-06-05,30.7,34.5,27.7,41825.77,48435.14,19.39
1994-06-06,30.1,33.9,27.9,43200.00,48460.79,20.20
1994-06-07,30.8,34.7,28.1,43388.89,48484.98,20.46
1994-06-08,30.5,35.1,27.0,37482.65,48507.65,18.44
1994-06-09,28.2,31.1,25.6,13079.22,48528.79,11.81
1994-06-10,26.5,29.7,25.3,2884.00,48548.38,5.59
1994-06-11,26.4,27.6,25.2,2641.10,48566.38,4.96
1994-06-12,27.9,31.3,25.6,32912.70,48582.75,15.36
1994-06-13,28.2,31.6,26.4,28227.10,48597.50,16.59
1994-06-14,27.8,30.4,26.3,9588.09,48610.56,10.95
1994-06-15,28.4,30.9,26.4,27319.31,48621.93,13.84
1994-06-16,28.1,30.1,26.7,21449.15,48631.59,10.65
1994-06-17,28.8,31.2,27.0,26730.86,48639.49,14.98
1994-06-18,28.9,32.1,26.5,41768.68,48645.62,18.52
1994-06-19,28.3,30.1,26.4,34726.38,48649.97,15.19
1994-06-20,28.3,31.3,26.3,31628.81,48652.55,15.90
1994-06-21,28.7,31.5,26.3,36922.14,48653.39,16.53
1994-06-22,28.4,31.3,26.4,37578.86,48652.50,16.18
1994-06-23,27.9,30.3,25.9,37498.37,48649.89,16.31
1994-06-24,28.3,31.2,25.9,25329.61,48645.59,14.68
1994-06-25,27.3,31.2,25.2,17035.37,48639.61,11.87
1994-06-26,26.8,29.6,25.2,11022.93,48631.96,7.79
1994-06-27,26.4,28.0,25.5,688.91,48622.67,6.13
1994-06-28,27.0,28.2,25.6,0.00,48611.75,4.91
1994-06-29,27.0,29.0,25.3,5126.81,48599.23,9.45
1994-06-30,27.6,30.4,25.2,33242.23,48585.12,14.45
1994-07-01,27.9,32.6,25.6,20281.74,48569.45,15.73
1994-07-02,27.6,30.7,25.4,27470.29,48552.23,14.40
1994-07-03,27.0,30.0,24.8,29794.90,48533.48,13.14
1994-07-04,27.8,30.4,24.9,25120.27,48513.23,16.34
1994-07-05,28.8,31.8,26.2,34148.67,48491.50,18.49
1994-07-06,29.2,33.2,25.9,32366.89,48468.31,20.96
1994-07-07,27.7,31.6,25.6,9046.31,48443.68,11.96
1994-07-08,27.5,29.8,25.6,28358.81,48417.64,12.58
1994-07-09,27.7,30.6,25.7,32345.84,48390.16,13.89
1994-07-10,28.7,31.5,26.2,41920.87,48360.97,18.79
1994-07-11,27.9,30.9,26.1,30564.07,48330.09,14.12
1994-07-12,27.5,30.9,25.5,25449.90,48297.57,14.08
1994-07-13,27.3,29.1,25.5,698.43,48263.45,8.79
1994-07-14,26.9,29.5,25.3,4955.17,48227.81,9.84
1994-07-15,27.4,31.1,25.7,12735.91,48190.69,11.26
1994-07-16,27.7,31.2,25.7,29737.59,48152.14,14.71
1994-07-17,28.0,31.5,25.8,39299.69,48112.23,17.13
1994-07-18,27.7,31.4,25.8,26114.64,48071.01,13.55
1994-07-19,26.5,28.3,25.7,258.87,48028.52,4.86
1994-07-20,26.9,30.6,25.2,14057.19,47984.82,11.27
1994-07-21,27.3,29.9,25.2,24921.02,47939.97,13.10
1994-07-22,27.4,29.8,25.7,13738.32,47894.02,11.47
1994-07-23,28.1,31.9,25.8,21420.00,47847.02,13.78
1994-07-24,28.1,30.9,25.8,35333.77,47799.02,15.52
1994-07-25,28.1,31.0,25.7,36170.40,47750.07,14.91
1994-07-26,27.5,30.7,25.0,20356.30,47700.22,13.08
1994-07-27,27.3,30.4,25.1,21702.03,47649.53,12.12
1994-07-28,27.3,30.8,25.3,24429.36,47598.04,13.55
1994-07-29,27.2,30.2,25.5,10480.56,47545.72,9.15
1994-07-30,27.3,30.3,25.5,21585.80,47492.13,12.66
1994-07-31,27.5,30.1,25.9,16751.63,47437.26,10.35
1994-08-01,28.7,32.1,25.7,37598.52,47381.18,18.63
1994-08-02,28.0,32.0,25.7,27549.70,47323.95,14.95
1994-08-03,26.9,29.2,25.6,18586.15,47265.63,9.96
1994-08-04,28.5,31.8,25.7,35805.51,47206.30,16.50
1994-08-05,28.8,31.3,26.6,30041.22,47146.02,16.66
1994-08-06,28.8,32.1,26.8,19208.61,47084.84,14.20
1994-08-07,28.4,31.3,26.4,38091.05,47022.84,17.14
1994-08-08,27.9,31.8,25.9,22928.43,46960.06,13.40
1994-08-09,27.6,30.0,25.9,35385.62,46896.58,13.42
1994-08-10,27.4,30.5,25.2,27755.59,46832.45,12.97
1994-08-11,27.3,30.1,25.2,23377.69,46767.73,13.80
1994-08-12,27.4,30.7,25.7,18038.08,46702.48,11.78
1994-08-13,27.8,31.0,26.2,18051.04,46636.74,13.95
1994-08-14,28.1,32.2,25.5,26004.60,46570.59,16.39
1994-08-15,26.5,28.0,25.3,451.71,46504.06,5.24
1994-08-16,28.3,32.2,25.3,35071.02,46437.22,14.93
1994-08-17,27.9,31.0,26.2,30965.89,46370.12,15.70
1994-08-18,27.5,30.0,25.3,33927.41,46302.72,13.56
1994-08-19,27.3,29.8,25.2,17953.04,46234.53,13.12
1994-08-20,28.0,31.0,25.1,40787.02,46165.50,16.63
1994-08-21,27.8,31.2,25.8,18147.70,46095.72,12.00
1994-08-22,27.6,29.9,25.9,24696.95,46025.22,13.09
1994-08-23,27.4,30.5,25.2,15768.91,45954.08,12.64
1994-08-24,26.8,29.7,25.0,13771.84,45882.35,10.39
1994-08-25,26.6,29.7,24.8,3826.78,45810.09,9.89
1994-08-26,27.0,30.5,25.1,26792.87,45737.34,14.35
1994-08-27,27.5,30.8,25.4,35664.14,45664.17,16.15
1994-08-28,27.1,29.2,25.5,27691.89,45590.62,11.78
1994-08-29,27.7,30.6,25.0,41611.77,45516.75,18.86
1994-08-30,27.3,30.2,25.1,36614.89,45442.62,15.02
1994-08-31,27.0,30.8,24.8,24312.13,45368.28,13.46
1994-09-01,26.9,29.7,25.0,21244.23,45293.76,12.54
1994-09-02,27.4,30.2,25.4,34557.18,45219.13,15.44
1994-09-03,27.1,30.3,25.5,37350.30,45144.44,15.88
1994-09-04,27.1,29.8,25.4,35173.17,45069.72,15.06
1994-09-05,27.2,29.7,25.2,41074.32,44995.04,15.35
1994-09-06,27.7,30.7,25.3,37395.39,44920.43,15.33
1994-09-07,28.0,31.7,25.4,33788.44,44845.85,16.65
1994-09-08,29.3,33.4,25.6,41896.13,44770.81,20.25
1994-09-09,28.0,30.8,25.8,25092.83,44695.26,13.80
1994-09-10,27.8,32.2,25.4,36437.08,44619.25,16.54
1994-09-11,28.0,32.3,25.3,35748.03,44542.83,17.37
1994-09-12,27.2,30.8,25.3,26330.82,44466.06,12.73
1994-09-13,26.9,29.8,25.0,8318.47,44388.99,9.14
1994-09-14,27.2,31.2,25.2,30587.17,44311.66,13.32
1994-09-15,27.5,30.3,25.3,40148.52,44234.13,15.33
1994-09-16,27.2,30.2,25.3,27278.46,44156.44,12.28
1994-09-17,27.0,29.6,25.2,37043.14,44078.64,14.11
1994-09-18,27.4,30.1,25.3,35859.61,44000.78,15.12
1994-09-19,28.1,31.1,25.7,29035.09,43922.91,16.82
1994-09-20,27.7,31.3,24.7,37066.41,43845.08,16.92
1994-09-21,27.3,31.6,23.5,38769.59,43767.33,19.61
1994-09-22,28.0,31.9,23.4,41099.26,43689.71,21.04
1994-09-23,28.2,32.4,24.3,40419.79,43612.28,21.86
1994-09-24,28.3,32.6,24.1,40089.33,43535.06,21.34
1994-09-25,28.4,32.4,25.0,40862.50,43458.12,20.14
1994-09-26,27.9,32.3,24.0,40178.07,43381.51,20.01
1994-09-27,27.7,32.2,21.0,40713.18,43305.17,21.97
1994-09-28,26.8,31.8,20.8,40635.74,43228.57,23.06
1994-09-29,27.3,31.7,21.5,40557.88,43151.67,22.55
1994-09-30,27.9,32.0,22.5,39354.87,43074.52,20.38
1994-10-01,28.0,32.0,24.2,39335.55,42997.18,19.28
1994-10-02,27.1,31.8,24.6,30625.82,42919.69,15.59
1994-10-03,26.6,30.6,24.7,26351.16,42842.11,14.68
1994-10-04,25.6,28.9,23.9,21959.24,42764.50,11.46
1994-10-05,24.8,26.1,24.0,1850.10,42686.90,5.32
1994-10-06,24.6,28.1,23.5,4353.70,42609.38,5.37
1994-10-07,25.8,29.1,23.5,30499.68,42531.98,12.01
1994-10-08,26.3,29.7,24.1,32585.09,42454.76,14.78
1994-10-09,26.6,30.4,24.8,28155.52,42377.77,13.93
1994-10-10,26.7,30.1,23.4,36412.14,42301.06,16.43
1994-10-11,27.1,31.8,23.4,37533.12,42224.70,18.76
1994-10-12,27.3,32.3,23.1,38446.17,42148.73,20.59
1994-10-13,27.2,32.2,22.8,38348.55,42073.23,21.02
1994-10-14,26.8,32.1,22.8,38420.03,41998.23,20.61
1994-10-15,26.9,31.5,22.4,38131.48,41923.81,20.60
1994-10-16,25.5,30.5,20.8,38130.61,41850.02,20.65
1994-10-17,24.3,29.9,19.8,38251.22,41776.80,20.85
1994-10-18,25.2,29.7,19.7,37913.52,41703.58,19.88
1994-10-19,26.0,30.5,21.7,35495.00,41630.31,18.51
1994-10-20,26.0,30.6,22.5,37060.76,41557.05,19.68
1994-10-21,26.4,30.9,22.3,37060.57,41483.87,19.19
1994-10-22,25.2,30.1,22.7,36348.98,41410.82,14.81
1994-10-23,25.2,29.7,22.3,36000.89,41337.96,15.31
1994-10-24,25.3,29.3,22.3,35966.21,41265.37,15.36
1994-10-25,25.5,29.6,22.2,36247.17,41193.11,14.86
1994-10-26,25.6,29.8,22.2,34707.68,41121.23,15.07
1994-10-27,26.3,30.3,22.3,36228.45,41049.82,17.35
1994-10-28,25.9,30.1,21.8,36712.98,40978.93,17.62
1994-10-29,26.2,30.9,21.5,37047.58,40908.64,17.41
1994-10-30,26.3,30.7,22.6,36823.71,40839.01,16.68
1994-10-31,26.2,30.0,22.7,36386.16,40770.11,15.89
1994-11-01,26.0,30.6,22.6,36000.00,40702.02,16.06
1994-11-02,25.4,29.3,22.5,31492.40,40634.80,12.70
1994-11-03,24.5,27.5,22.0,14638.26,40568.55,9.42
1994-11-04,25.2,30.3,20.8,36000.00,40503.32,17.87
1994-11-05,25.2,30.5,20.6,36603.12,40439.18,18.21
1994-11-06,24.9,29.8,21.0,30896.86,40376.12,14.75
1994-11-07,24.6,29.7,19.7,36302.10,40313.52,16.24
1994-11-08,24.3,28.9,19.4,30382.91,40251.32,14.97
1994-11-09,25.5,30.2,20.4,36000.00,40189.61,17.25
1994-11-10,25.0,30.1,19.8,34905.51,40128.45,13.85
1994-11-11,25.2,30.1,19.5,36308.98,40067.90,17.85
1994-11-12,25.0,30.0,19.7,36309.60,40008.04,17.86
1994-11-13,24.7,29.8,19.3,36309.68,39948.94,16.78
1994-11-14,24.5,29.7,19.9,36136.96,39890.67,16.26
1994-11-15,24.2,29.5,19.6,36140.23,39833.30,15.63
1994-11-16,23.6,29.4,18.0,36132.33,39776.91,17.04
1994-11-17,22.9,29.0,17.7,36036.27,39721.58,17.42
1994-11-18,22.7,29.0,16.9,36022.86,39667.38,17.51
1994-11-19,22.3,28.5,16.5,36010.32,39614.39,17.69
1994-11-20,22.9,28.4,16.7,35998.69,39562.68,17.25
1994-11-21,23.2,28.5,18.4,35908.10,39512.33,15.70
1994-11-22,23.5,28.6,18.9,35896.08,39463.43,14.59
1994-11-23,22.1,25.3,19.4,9754.41,39416.06,6.17
1994-11-24,22.2,26.8,17.7,7950.80,39370.29,8.06
1994-11-25,21.9,26.9,17.4,35869.05,39326.21,15.25
1994-11-26,21.6,27.5,16.7,35863.18,39283.81,16.84
1994-11-27,21.7,27.7,16.3,35859.04,39242.61,16.85
1994-11-28,22.3,27.8,16.4,35856.61,39202.55,16.70
1994-11-29,22.4,28.6,15.9,35855.83,39163.68,16.39
1994-11-30,22.4,28.5,16.9,35856.68,39126.07,14.44
1994-12-01,21.5,27.9,16.1,35859.11,39089.75,15.03
1994-12-02,21.2,26.9,15.6,35863.07,39054.78,16.11
1994-12-03,21.4,27.0,15.7,35642.25,39021.21,15.01
1994-12-04,20.8,27.1,15.3,35875.41,38989.09,16.37
1994-12-05,20.9,27.0,15.0,35883.71,38958.47,16.46
1994-12-06,20.7,27.0,15.2,35893.38,38929.40,16.47
1994-12-07,20.6,26.7,14.9,35904.35,38901.94,16.47
1994-12-08,21.0,27.0,14.7,35916.60,38876.12,16.31
1994-12-09,21.5,28.0,15.0,35930.08,38852.01,16.40
1994-12-10,22.0,29.3,14.9,35944.75,38829.66,16.38
1994-12-11,22.8,29.1,16.1,35937.86,38809.11,15.87
1994-12-12,20.2,25.6,14.2,35916.54,38790.41,14.90
1994-12-13,17.3,24.0,11.1,35897.30,38773.62,16.81
1994-12-14,17.0,23.8,10.2,35865.80,38758.77,17.00
1994-12-15,17.9,24.8,11.1,35830.94,38745.93,16.54
1994-12-16,18.3,25.2,11.6,35797.41,38735.11,16.51
1994-12-17,18.8,25.6,12.5,35764.59,38726.16,16.50
1994-12-18,18.9,25.8,12.7,35732.05,38719.05,16.46
1994-12-19,18.7,26.0,12.5,35699.88,38713.77,16.45
1994-12-20,18.1,25.2,11.7,35668.17,38710.31,16.72
1994-12-21,18.2,25.1,11.6,35637.01,38708.68,16.52
1994-12-22,18.4,25.3,12.4,35606.49,38708.86,16.53
1994-12-23,18.6,25.2,12.5,35576.71,38710.83,16.25
1994-12-24,18.9,25.6,13.2,35547.73,38714.60,15.93
1994-12-25,19.2,26.1,12.8,35519.66,38720.14,16.24
1994-12-26,19.2,26.3,12.6,34374.61,38727.46,15.85
1994-12-27,20.0,26.8,13.1,35466.59,38736.54,15.78
1994-12-28,20.5,26.5,14.4,35441.74,38747.37,15.42
1994-12-29,20.0,26.6,13.9,34655.22,38759.93,15.28
1994-12-30,19.4,26.4,12.5,35395.90,38774.21,16.57
1994-12-31,19.9,26.1,12.6,35375.05,38790.20,15.76
1995-01-01,18.1,24.1,11.9,35355.72,38807.87,15.91
1995-01-02,16.8,23.5,10.5,35368.78,38827.23,16.82
1995-01-03,16.8,24.0,9.9,35409.02,38848.25,17.01
1995-01-04,17.5,24.6,11.1,35394.40,38870.92,17.14
1995-01-05,18.6,25.9,11.4,35381.14,38895.27,16.92
1995-01-06,19.8,25.2,13.2,26664.09,38921.59,12.54
1995-01-07,20.9,27.2,16.2,35165.32,38949.85,14.95
1995-01-08,21.5,27.6,16.2,19697.71,38980.00,10.90
1995-01-09,18.6,21.8,16.1,18721.86,39011.97,7.01
1995-01-10,19.4,24.5,14.6,32920.37,39045.70,11.49
1995-01-11,19.8,25.0,14.6,35317.32,39081.11,15.25
1995-01-12,18.2,22.1,14.9,3267.08,39118.15,6.16
1995-01-13,17.3,23.2,11.5,35726.57,39156.75,16.54
1995-01-14,16.2,22.2,10.7,35819.33,39196.84,17.64
1995-01-15,17.2,23.8,10.6,35917.34,39238.36,17.80
1995-01-16,18.8,25.7,11.5,36020.44,39281.25,17.54
1995-01-17,20.2,25.6,14.3,29262.82,39325.45,12.85
1995-01-18,18.4,23.8,14.1,26095.94,39370.88,12.56
1995-01-19,17.7,24.2,11.7,36260.10,39417.49,18.17
1995-01-20,17.9,24.2,10.9,36379.89,39465.21,17.97
1995-01-21,18.8,25.4,12.1,36503.99,39513.99,18.07
1995-01-22,18.1,24.5,11.3,36632.29,39563.76,18.60
1995-01-23,18.1,24.9,10.6,36658.27,39614.46,18.45
1995-01-24,17.6,23.9,11.5,36792.61,39666.04,18.05
1995-01-25,16.8,24.0,10.4,36921.04,39718.54,18.85
1995-01-26,17.2,24.4,9.8,36979.43,39772.51,18.98
1995-01-27,18.1,25.7,10.9,37039.40,39827.97,19.05
1995-01-28,18.1,26.3,10.6,37100.88,39884.85,19.29
1995-01-29,19.5,26.5,10.3,37163.74,39943.05,19.08
1995-01-30,19.6,26.8,11.8,37227.91,40002.50,19.01
1995-01-31,19.4,26.3,11.9,36885.84,40063.11,17.95
1995-02-01,19.4,26.4,11.7,37359.75,40124.81,19.39
1995-02-02,19.4,25.8,12.5,34600.75,40187.51,14.86
1995-02-03,20.0,27.3,12.2,37495.68,40251.13,18.35
1995-02-04,21.3,27.7,13.9,37564.96,40315.60,18.16
1995-02-05,20.9,25.8,16.6,33269.49,40380.84,11.31
1995-02-06,20.6,26.4,13.9,37705.70,40446.79,15.63
1995-02-07,20.3,26.7,13.0,37776.99,40513.35,19.93
1995-02-08,20.7,27.4,12.1,37848.80,40580.46,19.84
1995-02-09,22.4,29.0,15.7,37921.03,40648.06,18.89
1995-02-10,22.9,29.5,15.0,37993.61,40716.07,19.18
1995-02-11,23.6,30.0,17.5,38066.47,40784.41,16.97
1995-02-12,23.8,30.5,18.1,38139.53,40853.04,19.21
1995-02-13,25.3,32.5,18.9,38212.71,40921.86,19.15
1995-02-14,26.3,33.2,19.7,38285.99,40990.94,19.72
1995-02-15,25.2,31.7,19.6,38214.02,41060.90,19.44
1995-02-16,21.3,26.2,16.0,28423.43,41131.79,13.71
1995-02-17,21.7,27.5,15.2,38510.24,41203.53,20.36
1995-02-18,22.2,28.5,17.0,35865.87,41276.05,16.12
1995-02-19,22.0,27.4,16.6,32142.19,41349.27,16.46
1995-02-20,22.4,27.5,16.7,38611.91,41423.15,17.31
1995-02-21,23.1,28.5,17.8,32694.79,41497.59,17.40
1995-02-22,22.6,26.9,19.2,33631.01,41572.55,14.96
1995-02-23,23.2,29.4,19.1,36932.30,41647.95,15.52
1995-02-24,20.6,25.9,15.5,36228.66,41723.72,19.86
1995-02-25,20.0,25.1,14.7,38768.41,41799.80,22.25
1995-02-26,21.7,26.7,16.1,38798.34,41876.14,20.44
